5.66	5.55	5.79	1.2	1.39	1.05
6.05	5.94	6.27	1.3	1.5	1.13
5.65	5.59	5.92	1.21	1.41	1.04
5.69	5.62	5.9	1.2	1.41	1.03
5.67	5.6	5.83	1.21	1.4	1.05
5.63	5.57	5.88	1.19	1.4	1.03
5.7	5.62	5.84	1.21	1.4	1.06
5.64	5.55	5.84	1.19	1.39	1.03
5.68	5.6	5.84	1.22	1.4	1.07
5.6	5.52	5.86	1.19	1.38	1.03
5.63	5.56	5.88	1.2	1.4	1.03
5.65	5.59	5.9	1.21	1.4	1.05
5.72	5.59	5.84	1.2	1.39	1.08
5.64	5.52	5.82	1.18	1.38	1.05
5.66	5.53	5.87	1.18	1.39	1.07
5.64	5.56	5.7	1.2	1.39	1.06
5.76	5.61	5.86	1.21	1.4	1.11
5.8	5.7	5.9	1.24	1.42	1.1
5.67	5.58	5.82	1.19	1.4	1.06
5.75	5.64	5.84	1.21	1.4	1.1
5.82	5.73	5.93	1.24	1.43	1.09
5.84	5.74	6.0	1.25	1.43	1.12
5.83	5.7	6.07	1.24	1.44	1.09
5.76	5.67	6.03	1.22	1.42	1.1
6.03	5.93	6.19	1.29	1.49	1.15
5.79	5.69	6.03	1.23	1.43	1.09
5.66	5.48	5.8	1.18	1.38	1.06
5.63	5.51	5.7	1.16	1.37	1.04
5.79	5.64	5.77	1.21	1.4	1.09
5.79	5.63	5.83	1.22	1.41	1.1
5.74	5.64	5.84	1.23	1.4	1.1
5.77	5.66	5.82	1.23	1.41	1.08
5.64	5.46	5.73	1.16	1.36	1.08
5.64	5.45	5.61	1.18	1.35	1.08
5.81	5.64	5.75	1.2	1.4	1.09
6.15	5.98	6.2	1.3	1.5	1.19
5.71	5.71	5.77	1.23	1.42	1.09
5.92	5.79	6.01	1.23	1.44	1.1
5.71	5.43	5.64	1.15	1.35	1.07
5.88	5.76	6.11	1.25	1.44	1.18
5.98	5.73	6.18	1.25	1.44	1.18
5.53	5.59	5.78	1.22	1.4	1.16
5.43	5.28	5.72	1.18	1.33	1.19
5.34	5.32	5.73	1.18	1.35	1.14
5.91	6.07	5.76	1.27	1.49	1.11
5.27	4.85	5.6	1.11	1.23	1.17
5.94	6.09	5.78	1.26	1.49	1.1
6.04	6.16	5.76	1.24	1.5	1.04
5.41	5.3	5.75	1.18	1.33	1.26
5.74	4.98	5.69	1.11	1.26	1.21
6.39	6.22	5.86	1.28	1.52	1.05
5.78	4.87	5.65	1.09	1.23	1.23
6.36	6.2	5.81	1.27	1.52	1.05
5.48	4.81	5.69	1.11	1.23	1.22
5.69	4.84	5.63	1.07	1.22	1.21
5.97	4.98	5.64	1.08	1.24	1.21
5.55	5.81	5.84	1.24	1.45	1.19
6.38	6.35	5.9	1.28	1.56	1.06
6.42	6.26	5.92	1.27	1.54	1.07
6.35	5.82	5.92	1.22	1.44	1.18
6.4	6.29	6.1	1.31	1.56	1.1
6.31	6.32	6.06	1.31	1.57	1.1
6.35	6.19	5.99	1.28	1.53	1.09
6.08	5.46	5.9	1.19	1.37	1.23
6.03	5.43	5.88	1.18	1.36	1.24
6.42	6.34	6.09	1.33	1.57	1.12
6.36	6.31	6.04	1.29	1.55	1.1
6.32	6.32	6.04	1.29	1.57	1.1
6.12	5.53	5.98	1.21	1.38	1.23
6.07	5.45	5.93	1.2	1.36	1.25
5.99	5.36	5.88	1.17	1.35	1.26
6.38	6.36	6.08	1.32	1.57	1.13
6.31	5.74	5.94	1.22	1.42	1.2
6.27	6.31	6.02	1.29	1.56	1.09
5.99	5.35	5.92	1.18	1.35	1.27
5.89	5.32	5.9	1.15	1.34	1.23
5.98	5.39	5.89	1.19	1.35	1.25
